"zip","lat","lng"
,"40.922326",
,"40.922326",
,"42.140549",
,"42.367092",
,"42.369562",
,"42.384494",
,"42.32916",
,"42.280267",
,"42.177833",
,"42.206092",
,"42.108585",
,"42.294259",
,"42.392274",
,"42.161492",
,"42.170731",
,"42.177492",
,"42.170731",
,"42.193392",
,"42.428617",
,"42.368303",
,"42.062009",
,"42.190904",
,"42.189335",
,"42.352554",
,"42.443837",
,"42.262285",
,"42.112748",
,"42.356804",
,"42.067614",
,"42.347856",
,"42.387269",
,"42.35641",
,"42.198291",
,"42.170731",
,"42.313427",
,"42.353838",
,"42.474681",
,"42.173276",
,"42.095323",
,"42.369562",
,"42.415154",
,"42.369562",
,"42.328838",
,"42.317939",
,"42.406697",
,"42.346144",
,"42.176131",
,"42.448984",
,"42.177432",
,"42.471562",
,"42.230008",
,"42.375998",
,"42.24984",
,"42.066644",
,"42.192892",
,"42.179805",
,"42.061948",
,"42.377471",
,"42.204027",
,"42.390303",
,"42.14869",
,"42.173428",
,"42.390583",
,"42.125793",
,"42.170731",
,"42.202887",
,"42.442673",
,"42.358201",
,"42.125974",
,"42.413069",
,"42.161743",
,"42.40494",
,"42.170731",
,"42.170731",
,"42.103044",
,"42.128605",
,"42.099793",
,"42.049194",
,"42.126237",
,"42.080594",
,"42.119293",
,"42.170731",
,"42.170731",
,"42.102894",
,"42.170731",
,"42.093894",
,"42.124943",
,"42.094616",
,"42.124485",
,"42.170731",
,"42.170731",
,"42.170731",
,"42.101796",
,"42.150593",
,"42.170731",
,"42.1",
,"42.119943",
,"42.479475",
,"42.3929",
,"42.3929",
,"42.385595",
,"42.185969",
,"42.3418",
,"42.3929",
,"42.482125",
,"42.470296",
,"42.516145",
,"42.279292",
,"42.299392",
,"42.29237",
,"42.291299",
,"42.487569",
,"42.369856",
,"42.459202",
,"42.338594",
,"42.356088",
,"42.122827",
,"42.18669",
,"42.426974",
,"42.198648",
,"42.213156",
,"42.233105",
,"42.148975",
,"42.367341",
,"42.314564",
,"42.128075",
,"42.198712",
,"42.286586",
,"42.304604",
,"42.3929",
,"42.220001",
,"42.360482",
,"42.642075",
,"42.443726",
,"42.601335",
,"42.522178",
,"42.562391",
,"42.547302",
,"42.62706",
,"42.573832",
,"42.594252",
,"42.681539",
,"42.590824",
,"42.54723",
,"42.642666",
,"42.627072",
,"42.618011",
,"42.556558",
,"42.621412",
,"42.721456",
,"42.548107",
,"42.522178",
,"42.518718",
,"42.614152",
,"42.578325",
,"42.459632",
,"42.683065",
,"42.672182",
,"42.522178",
,"42.588812",
,"42.464522",
,"42.565346",
,"42.654878",
,"42.667059",
,"42.581007",
,"42.553431",
,"42.583689",
,"42.654906",
,"42.446396",
,"42.446396",
,"42.53",
,"42.601427",
,"42.551681",
,"42.582529",
,"42.364807",
,"42.446396",
,"42.500187",
,"42.483895",
,"42.471316",
,"42.446396",
,"42.583322",
,"42.446396",
,"42.446396",
,"42.487056",
,"42.555059",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.549489",
,"42.446396",
,"42.661612",
,"42.364807",
,"42.184835",
,"42.3129",
,"42.114078",
,"42.300037",
,"42.19169",
,"42.13277",
,"42.109748",
,"42.364807",
,"42.413972",
,"42.205311",
,"42.113076",
,"42.364807",
,"42.106405",
,"42.203944",
,"42.336791",
,"42.061063",
,"42.264629",
,"42.427188",
,"42.238192",
,"42.364807",
,"42.364807",
,"42.255642",
,"42.124662",
,"42.320938",
,"42.322118",
,"42.207191",
,"42.275382",
,"42.407556",
,"42.166241",
,"42.364807",
,"42.109223",
,"42.451926",
,"42.220085",
,"42.383516",
,"42.286992",
,"42.364807",
,"42.129251",
,"42.176544",
,"42.443539",
,"42.254837",
,"42.366765",
,"42.10273",
,"42.175591",
,"42.059736",
,"42.1351",
,"42.059189",
,"42.364807",
,"42.255222",
,"42.364807",
,"42.362783",
,"42.235638",
,"42.364807",
,"42.166554",
,"42.126575",
,"42.265275",
,"42.274595",
,"42.245442",
,"42.247955",
,"42.288792",
,"42.311834",
,"42.226452",
,"42.293501",
,"42.282565",
,"42.246483",
,"42.239392",
,"42.304675",
,"42.293316",
,"42.364807",
,"42.364807",
,"42.364807",
,"42.364807",
,"42.364807",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.446396",
,"42.436043",
,"42.446396",
,"42.446396",
,"42.293442",
